#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
ACLPNE_05355	1	873	+	GOIOJP_20000	33.3	4.9		
ACLPNE_05365	1	1050	+	GOIOJP_20010	40.0	4.8		
ACLPNE_05695	1	786	+	GOIOJP_20100	31.1	6.0	PF08676.15|MutL_C	PFAM:PF08676.15
ACLPNE_05720	1	465	+	GOIOJP_20105	17.8	6.7	PF02524.18|KID	PFAM:PF02524.18
ACLPNE_05805	1	339	+	GOIOJP_20125	12.2	5.0		SO:0001217, UniRef:UniRef50_A0A806C3F4
ACLPNE_05825	1	453	+	GOIOJP_20130	17.3	5.7		
ACLPNE_06185	1	384	+	GOIOJP_20290	12.3	4.8		
ACLPNE_06210	106	351	+	GOIOJP_20295	10.0	10.0		
ACLPNE_06230	1	267	+	GOIOJP_20310	8.8	9.5		
ACLPNE_06265	1	291	+	GOIOJP_20320	9.4	5.2		
LIMKFB_04795	1	684	+	GOIOJP_20475	26.7	9.4		RefSeq:WP_012622432.1, SO:0001217, UniParc:UPI00016B27D7, UniRef:UniRef100_A0A9N7B4Y8, UniRef:UniRef50_C0R8X6, UniRef:UniRef90_A0A5J6WFZ6
LIMKFB_05665	1	189	+	GOIOJP_20550	7.3	8.9		RefSeq:WP_044273305.1, SO:0001217, UniParc:UPI0002D2C017, UniRef:UniRef100_UPI0002D2C017, UniRef:UniRef50_UPI0002D2C017, UniRef:UniRef90_UPI0002D2C017
LIMKFB_05770	1	918	+	GOIOJP_20580	33.3	8.9		SO:0001217, UniRef:UniRef50_A0A7M4BKS8
LIMKFB_05930	1	282	+	GOIOJP_20600	10.9	9.5		SO:0001217, UniRef:UniRef50_C0R8F1
LIMKFB_05955	1	240	+	GOIOJP_20605	9.1	8.9	PF05714.15|PFam54_60	PFAM:PF05714.15
LIMKFB_06060	1	195	+	GOIOJP_20630	7.7	11.0		
GHGJIN_00260	1	1170	+	GOIOJP_20650	37.0	5.5		
GHGJIN_00435	1	753	+	GOIOJP_20690	29.5	9.2	PF05193.25|Peptidase_M16_C	PFAM:PF05193.25
GHGJIN_01045	1	738	+	GOIOJP_20805	28.0	8.8		
GHGJIN_01535	1	615	+	GOIOJP_20910	23.3	5.8		
GHGJIN_01680	1	744	+	GOIOJP_20965	28.4	9.4	PF07995.15|GSDH	PFAM:PF07995.15
GHGJIN_01760	1	747	+	GOIOJP_20975	29.4	7.6	PF00515.32|TPR_1, PF07719.21|TPR_2, PF13174.10|TPR_6, PF13181.10|TPR_8, PF13414.10|TPR_11, PF13424.10|TPR_12, PF13428.10|TPR_14, PF13431.10|TPR_17, PF14559.10|TPR_19	PFAM:PF00515.32, PFAM:PF07719.21, PFAM:PF13174.10, PFAM:PF13181.10, PFAM:PF13414.10, PFAM:PF13424.10, PFAM:PF13428.10, PFAM:PF13431.10, PFAM:PF14559.10
GHGJIN_01875	1	687	+	GOIOJP_21015	26.7	9.2		
GHGJIN_01940	1	666	+	GOIOJP_21035	24.1	8.0		
GHGJIN_02005	1	600	+	GOIOJP_21065	23.5	5.4	PF14559.10|TPR_19	PFAM:PF14559.10
GHGJIN_02060	1	288	+	GOIOJP_21085	11.2	10.0		RefSeq:WP_012622462.1, SO:0001217, UniParc:UPI00016B34D8, UniRef:UniRef100_A0A7U4DIN4, UniRef:UniRef50_A0A7U4DIN4, UniRef:UniRef90_A0A7U4DIN4
GHGJIN_02185	28	417	+	GOIOJP_21115	15.2	9.1		
GHGJIN_02350	1	657	+	GOIOJP_21140	25.5	9.0	PF00009.31|GTP_EFTU, PF07650.21|KH_2	PFAM:PF00009.31, PFAM:PF07650.21
GHGJIN_02360	1	1641	+	GOIOJP_21145	63.2	9.4		
GHGJIN_02375	1	693	+	GOIOJP_21150	26.4	5.6	PF00958.26|GMP_synt_C	PFAM:PF00958.26
GHGJIN_02400	1	588	+	GOIOJP_21165	22.6	7.0	PF00393.23|6PGD	PFAM:PF00393.23
GHGJIN_02445	1	1839	+	GOIOJP_21170	69.0	5.3	PF01580.22|FtsK_SpoIIIE, PF09397.14|FtsK_gamma, PF17854.5|FtsK_alpha	PFAM:PF01580.22, PFAM:PF09397.14, PFAM:PF17854.5
GHGJIN_02460	1	1716	+	GOIOJP_21175	65.7	5.2		
GHGJIN_02510	1	270	+	GOIOJP_21195	10.1	9.9		
GHGJIN_02525	1	495	+	GOIOJP_21210	18.7	8.8		
GHGJIN_02580	1	909	+	GOIOJP_21230	33.4	9.5	PF01339.21|CheB_methylest	PFAM:PF01339.21
GHGJIN_02665	1	333	+	GOIOJP_21255	12.3	4.6	PF13277.10|YmdB	PFAM:PF13277.10
GHGJIN_02670	1	234	+	GOIOJP_21260	7.6	9.4		
GHGJIN_02740	1	264	+	GOIOJP_21285	9.2	10.2		
GHGJIN_02745	1	345	+	GOIOJP_21290	12.2	9.8		SO:0001217, UniRef:UniRef50_D6RXT3, UniRef:UniRef90_D6RXT3
GHGJIN_02930	1	399	+	GOIOJP_21350	15.3	8.9		SO:0001217, UniRef:UniRef50_UPI001F29B35A
GHGJIN_03030	1	1185	+	GOIOJP_21395	45.0	4.7	PF01409.24|tRNA-synt_2d, PF03484.19|B5, PF17759.5|tRNA_synthFbeta	PFAM:PF01409.24, PFAM:PF03484.19, PFAM:PF17759.5
GHGJIN_03130	1	792	+	GOIOJP_21430	30.5	9.0	PF07724.18|AAA_2, PF10431.13|ClpB_D2-small	PFAM:PF07724.18, PFAM:PF10431.13
GHGJIN_03140	1	1182	+	GOIOJP_21440	43.5	5.3		
GHGJIN_03160	1	918	+	GOIOJP_21450	36.4	5.2		
GHGJIN_03180	10	681	+	GOIOJP_21455	25.9	9.5	PF13558.10|SbcC_Walker_B	PFAM:PF13558.10
GHGJIN_03245	1	771	+	GOIOJP_21495	28.9	9.2	PF00595.28|PDZ, PF13180.10|PDZ_2, PF17820.5|PDZ_6	PFAM:PF00595.28, PFAM:PF13180.10, PFAM:PF17820.5
GHGJIN_03280	1	771	+	GOIOJP_21515	30.5	9.5		
GHGJIN_03365	1	243	+	GOIOJP_21555	8.9	9.1		
GHGJIN_03395	1	243	+	GOIOJP_21570	8.7	8.8		
GHGJIN_03400	1	597	+	GOIOJP_21575	22.6	5.4		
GHGJIN_03440	1	588	+	GOIOJP_21595	21.2	8.3	PF00070.31|Pyr_redox, PF07992.18|Pyr_redox_2	PFAM:PF00070.31, PFAM:PF07992.18
GHGJIN_03445	1	789	+	GOIOJP_21600	29.6	6.0		
GHGJIN_03455	1	396	+	GOIOJP_21605	14.9	9.6	PF12706.11|Lactamase_B_2	PFAM:PF12706.11
GHGJIN_03475	1	423	+	GOIOJP_21620	16.5	9.4		
GHGJIN_03495	1	366	+	GOIOJP_21630	14.3	5.0	PF03968.18|LptD_N	PFAM:PF03968.18
GHGJIN_03540	1	261	+	GOIOJP_21640	10.0	9.6		
GHGJIN_03550	1	732	+	GOIOJP_21645	27.6	5.8	PF01409.24|tRNA-synt_2d	PFAM:PF01409.24
GHGJIN_03555	1	570	+	GOIOJP_21650	21.3	6.9	PF13277.10|YmdB	PFAM:PF13277.10
GHGJIN_03560	1	450	+	GOIOJP_21655	17.1	9.5		
GHGJIN_03570	1	297	+	GOIOJP_21660	11.0	8.7	PF00359.26|PTS_EIIA_2	PFAM:PF00359.26
GHGJIN_03655	1	576	+	GOIOJP_21675	21.0	7.9		
GHGJIN_03690	1	498	+	GOIOJP_21690	18.5	5.3		SO:0001217, UniRef:UniRef50_G0ANT6
GHGJIN_03760	1	912	+	GOIOJP_21730	34.4	5.0		
GHGJIN_03805	1	429	+	GOIOJP_21755	15.8	4.9		SO:0001217, UniRef:UniRef50_UPI001F28AE31
GHGJIN_03830	1	630	+	GOIOJP_21765	23.8	8.7		
GHGJIN_03990	1	639	+	GOIOJP_21835	24.1	9.1		SO:0001217, UniRef:UniRef50_W6U1H1
GHGJIN_03995	1	411	+	GOIOJP_21840	15.7	8.6		KEGG:K09797, SO:0001217, UniParc:UPI00019821B1, UniRef:UniRef100_A0A7U3YAV4, UniRef:UniRef50_A0A7U3YAV4, UniRef:UniRef90_A0A7U3YAV4
GHGJIN_04025	1	348	+	GOIOJP_21845	13.2	8.9		
GHGJIN_04035	1	744	+	GOIOJP_21855	28.1	9.5	PF00639.25|Rotamase, PF13145.10|Rotamase_2, PF13616.10|Rotamase_3	PFAM:PF00639.25, PFAM:PF13145.10, PFAM:PF13616.10
GHGJIN_04040	1	738	+	GOIOJP_21860	28.8	4.9	PF13087.10|AAA_12, PF13361.10|UvrD_C, PF13538.10|UvrD_C_2	PFAM:PF13087.10, PFAM:PF13361.10, PFAM:PF13538.10
GHGJIN_04050	1	411	+	GOIOJP_21865	15.6	6.4		SO:0001217, UniRef:UniRef50_B9X9K7
GHGJIN_04075	1	705	+	GOIOJP_21880	25.7	9.4	PF00933.25|Glyco_hydro_3	PFAM:PF00933.25
GHGJIN_04090	1	333	+	GOIOJP_21885	12.8	9.7		
GHGJIN_04105	1	471	+	GOIOJP_21895	17.6	9.2		
GHGJIN_04180	1	630	+	GOIOJP_21910	24.2	8.9		SO:0001217, UniRef:UniRef50_UPI0021001875
GHGJIN_04210	1	252	+	GOIOJP_21925	10.2	6.7		
GHGJIN_04270	1	480	+	GOIOJP_21955	18.9	9.0		
GHGJIN_04290	1	414	+	GOIOJP_21970	16.3	9.8		
GHGJIN_04365	1	450	+	GOIOJP_22000	17.6	9.4		
GHGJIN_04380	1	588	+	GOIOJP_22005	23.2	4.6		
GHGJIN_04385	1	576	+	GOIOJP_22010	21.7	8.9	PF01565.27|FAD_binding_4	PFAM:PF01565.27
GHGJIN_04395	1	267	+	GOIOJP_22015	9.7	4.6	PF02463.23|SMC_N	PFAM:PF02463.23
GHGJIN_04440	1	354	+	GOIOJP_22035	13.4	9.0		
GHGJIN_04445	1	306	+	GOIOJP_22040	11.4	10.1		SO:0001217, UniRef:UniRef50_C0RC81
GHGJIN_04480	1	276	+	GOIOJP_22050	10.5	6.3		RefSeq:WP_012622534.1, SO:0001217, UniParc:UPI00016B2DC2, UniRef:UniRef100_A0A7U3YBH5, UniRef:UniRef50_A0A7U3YBH5, UniRef:UniRef90_A0A7U3YBH5
GHGJIN_04500	1	237	+	GOIOJP_22055	9.1	4.2		SO:0001217, UniRef:UniRef50_UPI00254E435A
GHGJIN_04520	1	243	+	GOIOJP_22060	9.3	7.9		
GHGJIN_04545	1	477	+	GOIOJP_22070	18.1	9.5		
GHGJIN_04610	1	261	+	GOIOJP_22095	9.9	5.1	PF02446.21|Glyco_hydro_77	PFAM:PF02446.21
GHGJIN_04615	1	327	+	GOIOJP_22100	13.2	9.8		SO:0001217, UniRef:UniRef50_A0A7U3YBN2
GHGJIN_04620	1	366	+	GOIOJP_22105	14.3	4.9		SO:0001217, UniRef:UniRef50_A0A806C6L0
GHGJIN_04700	1	249	+	GOIOJP_22130	9.6	9.7		
GHGJIN_04730	1	225	+	GOIOJP_22140	8.5	5.0		
GHGJIN_04755	1	336	+	GOIOJP_22145	12.6	9.5		
GHGJIN_04775	1	246	+	GOIOJP_22160	9.3	9.2		
AFNEPP_00025	1	384	+	GOIOJP_22170	14.3	5.3		
AFNEPP_00635	1	210	+	GOIOJP_22410	7.6	4.4		RefSeq:WP_010259148.1, SO:0001217, UniParc:UPI00017F33E9, UniRef:UniRef100_A0A1L4DGE6, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
AFNEPP_00645	1	357	+	GOIOJP_22415	12.7	5.7		
AFNEPP_00660	1	237	+	GOIOJP_22430	8.3	5.2		
AFNEPP_02050	1	1494	+	GOIOJP_22465	59.3	5.8		RefSeq:WP_002658936.1, SO:0001217, UniParc:UPI00016C5389, UniRef:UniRef100_A0A7U8I8I9, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
AFNEPP_02395	1	369	+	GOIOJP_22775	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
AFNEPP_02570	1	297	+	GOIOJP_22930	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
AFNEPP_02820	1	540	+	GOIOJP_23170	21.0	9.9		RefSeq:WP_002660388.1, SO:0001217, UniParc:UPI00016C3BF2, UniRef:UniRef100_A0A7U8EYJ6, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
AFNEPP_03075	1	1275	+	GOIOJP_23390	48.5	4.5		RefSeq:WP_002664629.1, SO:0001217, UniParc:UPI00017F4987, UniRef:UniRef100_UPI00017F4987, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
AFNEPP_03195	1	435	+	GOIOJP_23505	17.6	9.5		SO:0001217, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
AFNEPP_04185	1	369	+	GOIOJP_23640	12.1	8.0		
AFNEPP_04230	1	780	+	GOIOJP_23645	29.8	8.7		RefSeq:WP_012666168.1, SO:0001217, UniParc:UPI00016C3988, UniRef:UniRef100_A0A7U4DIR0, UniRef:UniRef90_A0A7U4DIR0
AFNEPP_04465	1	201	+	GOIOJP_23670	7.1	9.2		
AFNEPP_04960	1	330	+	GOIOJP_23675	12.1	8.5		
AFNEPP_07625	1	354	+	GOIOJP_23700	14.2	9.4		RefSeq:WP_010883945.1, SO:0001217, UniParc:UPI0000057727, UniRef:UniRef100_Q9S019, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
GAICLD_04985	1	342	+	GOIOJP_23755	12.6	7.8		
GAICLD_05130	1	168	+	GOIOJP_23760	6.1	4.1		
GAICLD_05975	1	786	+	GOIOJP_23835	30.0	6.4		SO:0001217, UniRef:UniRef50_A0A0H3C5I5
GAICLD_06120	1	339	+	GOIOJP_23855	13.2	4.7		RefSeq:WP_010259656.1, SO:0001217, UniParc:UPI000005685C, UniRef:UniRef100_O50739, UniRef:UniRef50_O50739, UniRef:UniRef90_O50739
GAICLD_06300	1	498	+	GOIOJP_23870	18.8	6.4		SO:0001217, UniRef:UniRef50_A0A7W9SJS6
GAICLD_06305	1	498	+	GOIOJP_23875	18.9	6.4		SO:0001217, UniRef:UniRef50_A0A7W9SJS6
GAICLD_06370	1	270	+	GOIOJP_23885	10.7	4.7		
HHOFHL_02845	1	501	+	GOIOJP_23950	19.6	9.7	PF01266.28|DAO	PFAM:PF01266.28
HHOFHL_05055	1	231	+	GOIOJP_24130	8.7	9.3		
HHOFHL_05315	1	1149	+	GOIOJP_24160	44.3	9.1		
HHOFHL_05360	1	1107	+	GOIOJP_24175	41.4	6.4	PF01584.23|CheW, PF02518.30|HATPase_c	PFAM:PF01584.23, PFAM:PF02518.30
HHOFHL_05465	1	837	+	GOIOJP_24180	32.2	9.1	PF05714.15|PFam54_60	PFAM:PF05714.15, RefSeq:WP_012622389.1, SO:0001217, UniParc:UPI00016B2F6C, UniRef:UniRef100_A0A7U4DJ06, UniRef:UniRef90_Q66YX5
HHOFHL_06110	1	798	+	GOIOJP_24235	29.8	5.7	PF00155.25|Aminotran_1_2, PF00266.23|Aminotran_5, PF01041.21|DegT_DnrJ_EryC1, PF01053.24|Cys_Met_Meta_PP	PFAM:PF00155.25, PFAM:PF00266.23, PFAM:PF01041.21, PFAM:PF01053.24
HHOFHL_06140	1	294	+	GOIOJP_24245	11.1	10.0		SO:0001217, UniRef:UniRef50_O50768, UniRef:UniRef90_O50768
HHOFHL_06155	1	378	+	GOIOJP_24255	14.3	8.9		
HHOFHL_06215	1	615	+	GOIOJP_24275	22.2	6.4		SO:0001217, UniRef:UniRef50_UPI000D0475BA, UniRef:UniRef90_UPI001E32276F
HHOFHL_06280	1	381	+	GOIOJP_24285	14.6	5.8		SO:0001217, UniRef:UniRef50_A0A7W9SJS6
HHOFHL_06300	1	249	+	GOIOJP_24295	9.1	9.2		
LKEFJF_04405	1	357	+	GOIOJP_24325	14.3	9.6		RefSeq:WP_012615033.1, SO:0001217, UniParc:UPI00017F4968, UniRef:UniRef100_A0A7U3YBP9, UniRef:UniRef50_Q44728, UniRef:UniRef90_A0A7U3YBP9
LKEFJF_04425	1	240	+	GOIOJP_24330	8.8	9.7		RefSeq:WP_012615028.1, SO:0001217, UniParc:UPI00016B2DFC, UniRef:UniRef100_A0A7U3YBR9, UniRef:UniRef50_A0A7U3YBR9, UniRef:UniRef90_A0A7U3YBR9
LKEFJF_06260	1	528	+	GOIOJP_24445	20.8	9.1		RefSeq:WP_012599439.1, SO:0001217, UniParc:UPI00016B3BBA, UniRef:UniRef100_A0A7I6GXU7, UniRef:UniRef90_A0A0H3C0R6
LKEFJF_06360	1	228	+	GOIOJP_24465	8.7	8.6		RefSeq:WP_049755701.1, SO:0001217, UniParc:UPI00016B33E0, UniRef:UniRef100_UPI00016B33E0, UniRef:UniRef50_UPI00016B33E0, UniRef:UniRef90_UPI00016B33E0
LKEFJF_06375	1	414	+	GOIOJP_24470	16.0	5.1		SO:0001217, UniRef:UniRef50_B8F1B9
LKEFJF_06405	1	348	+	GOIOJP_24475	13.7	9.0		
LKEFJF_06460	1	258	+	GOIOJP_24490	10.5	9.2		
LKEFJF_06475	13	273	+	GOIOJP_24495	8.9	9.4		
FKJCOD_02450	1	1068	+	GOIOJP_24510	40.3	9.2	PF02880.20|PGM_PMM_III	PFAM:PF02880.20
FKJCOD_03230	1	351	+	GOIOJP_24515	13.0	5.4		
FKJCOD_05870	1	330	+	GOIOJP_24585	12.1	4.9		
FKJCOD_05985	1	309	+	GOIOJP_24610	11.6	5.1	PF02524.18|KID	PFAM:PF02524.18
BDBEEI_05550	1	759	+	GOIOJP_24765	29.0	9.9		RefSeq:WP_012672549.1, SO:0001217, UniParc:UPI00016C4F59, UniRef:UniRef100_UPI00016C4F59, UniRef:UniRef50_O50757, UniRef:UniRef90_UPI00016C55D9
BEBHLJ_05110	1	1173	+	GOIOJP_24880	36.8	5.9		
BEBHLJ_06240	1	702	+	GOIOJP_24935	26.7	7.0		SO:0001217, UniRef:UniRef50_A0A0H3C5I5
BEBHLJ_06255	1	480	+	GOIOJP_24940	17.8	5.3		SO:0001217, UniRef:UniRef50_G0ANT6
BEBHLJ_06305	1	465	+	GOIOJP_24950	17.8	8.4		
BEBHLJ_06310	1	465	+	GOIOJP_24955	17.8	7.0		
AOADIO_06320	1	348	+	GOIOJP_25040	12.5	4.7		SO:0001217, UniRef:UniRef50_A0A806C3F4
AOADIO_06325	1	324	+	GOIOJP_25045	12.5	4.6		SO:0001217, UniRef:UniRef50_C0R8Z5
COBHAK_06245	1	255	+	GOIOJP_25260	9.4	6.2	PF02524.18|KID	PFAM:PF02524.18
COBHAK_06390	1	354	+	GOIOJP_25275	13.2	5.8	PF02524.18|KID	PFAM:PF02524.18
HILCBF_06465	1	330	+	GOIOJP_25360	13.1	9.6		
HILCBF_06535	1	282	+	GOIOJP_25375	10.7	4.8		SO:0001217, UniRef:UniRef50_UPI0002D8FF4E, UniRef:UniRef90_UPI0002D8FF4E
HILCBF_06600	1	306	+	GOIOJP_25380	11.5	4.7		SO:0001217, UniRef:UniRef50_UPI001F1A28FE
HILCBF_06620	1	204	+	GOIOJP_25390	8.3	10.8		
HILCBF_06645	1	204	+	GOIOJP_25395	7.6	5.7		
KBKGFM_05960	1	765	+	GOIOJP_25570	29.2	9.8		SO:0001217, UniRef:UniRef50_O50757, UniRef:UniRef90_O50757
KBKGFM_06075	1	498	+	GOIOJP_25600	18.5	5.3		SO:0001217, UniRef:UniRef50_G0ANT6
KBKGFM_06095	1	411	+	GOIOJP_25610	15.4	5.5	PF02524.18|KID, PF06825.16|HSBP1	PFAM:PF02524.18, PFAM:PF06825.16
KBKGFM_06205	1	246	+	GOIOJP_25630	10.3	11.4		
HPBIOH_04290	1	537	+	GOIOJP_25650	21.2	8.5		
HPBIOH_05985	1	276	+	GOIOJP_25690	10.7	6.1		RefSeq:WP_233190715.1, SO:0001217, UniParc:UPI001E413EAD, UniRef:UniRef100_UPI001E413EAD, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
HPBIOH_06040	1	600	+	GOIOJP_25700	21.8	6.6		
HPBIOH_06045	1	585	+	GOIOJP_25705	21.0	9.1		
HPBIOH_06115	55	297	+	GOIOJP_25735	9.2	9.2		SO:0001217, UniRef:UniRef50_A0A806CJU1
HPBIOH_06255	1	306	+	GOIOJP_25785	11.7	8.9		
OBIFEP_05570	1	327	+	GOIOJP_25805	12.9	9.7		SO:0001217, UniRef:UniRef50_UPI0001F23DFE
OBIFEP_05975	1	246	+	GOIOJP_25835	9.1	9.0	PF02524.18|KID	PFAM:PF02524.18
ILKHDP_05700	1	303	+	GOIOJP_25930	11.7	9.6		
ILKHDP_06355	1	414	+	GOIOJP_26000	16.0	5.1		SO:0001217, UniRef:UniRef50_B8F1B9
NAODPM_06170	1	411	+	GOIOJP_26195	15.9	5.4		SO:0001217, UniRef:UniRef50_B8F1B9
NAODPM_06575	1	465	+	GOIOJP_26215	17.1	5.8		
NAODPM_06635	1	339	+	GOIOJP_26220	12.6	9.2		
NAODPM_06645	55	297	+	GOIOJP_26230	9.2	9.2		SO:0001217, UniRef:UniRef50_A0A806CJU1
DOOGLK_05965	1	357	+	GOIOJP_26260	14.3	9.4		RefSeq:WP_010883928.1, SO:0001217, UniParc:UPI000005696E, UniRef:UniRef100_Q44728, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
DOOGLK_05980	1	357	+	GOIOJP_26265	14.3	9.4		RefSeq:WP_010883928.1, SO:0001217, UniParc:UPI000005696E, UniRef:UniRef100_Q44728, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
DOOGLK_05995	1	567	+	GOIOJP_26275	21.8	9.1		RefSeq:WP_010883937.1, SO:0001217, UniParc:UPI0000057752, UniRef:UniRef100_Q9RZY1, UniRef:UniRef90_Q9S073
DOOGLK_06345	1	279	+	GOIOJP_26295	10.7	4.5		
DOOGLK_06410	1	765	+	GOIOJP_26305	29.2	9.8		RefSeq:WP_010890304.1, SO:0001217, UniParc:UPI000005686E, UniRef:UniRef100_O50757, UniRef:UniRef50_O50757, UniRef:UniRef90_O50757
DOOGLK_06685	1	219	+	GOIOJP_26330	8.7	8.6		
DOOGLK_06700	1	255	+	GOIOJP_26335	9.7	9.2		
IDMMIJ_06475	1	348	+	GOIOJP_26390	12.5	4.7		SO:0001217, UniRef:UniRef50_A0A806C3F4
MENHDE_00585	1	540	+	GOIOJP_26405	21.1	9.9		RefSeq:WP_010254638.1, SO:0001217, UniParc:UPI00017F36A6, UniRef:UniRef100_UPI00017F36A6, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
MENHDE_03245	1	366	+	GOIOJP_26420	14.3	8.8		RefSeq:WP_010256460.1, SO:0001217, UniParc:UPI00017F37C6, UniRef:UniRef100_UPI00017F37C6, UniRef:UniRef50_UPI001E473841, UniRef:UniRef90_UPI00017F37C6
MENHDE_05915	1	324	+	GOIOJP_26485	12.4	4.6		SO:0001217, UniRef:UniRef50_C0R8Z5
MENHDE_06060	1	498	+	GOIOJP_26525	18.5	5.9		SO:0001217, UniRef:UniRef50_G0ANT6
MENHDE_06090	1	294	+	GOIOJP_26540	10.9	7.9	PF02524.18|KID, PF06825.16|HSBP1	PFAM:PF02524.18, PFAM:PF06825.16
MENHDE_06110	1	228	+	GOIOJP_26550	8.1	9.7		
MENHDE_06115	1	228	+	GOIOJP_26555	8.1	9.5		
KGOAFI_05600	1	381	+	GOIOJP_26570	14.5	6.7		SO:0001217, UniRef:UniRef50_C0R9C5
KGOAFI_05935	1	567	+	GOIOJP_26600	21.8	8.8		RefSeq:WP_010883820.1, SO:0001217, UniParc:UPI00000576C6, UniRef:UniRef100_Q9S0A4, UniRef:UniRef90_Q9S073
KGOAFI_06460	1	465	+	GOIOJP_26635	17.1	5.8		
KGOAFI_06555	1	357	+	GOIOJP_26670	13.3	6.8		SO:0001217, UniRef:UniRef50_G0ANT6
KGOAFI_06560	1	252	+	GOIOJP_26675	9.4	7.8		
KGOAFI_06605	1	432	+	GOIOJP_26695	16.3	8.7	PF02524.18|KID, PF06825.16|HSBP1	PFAM:PF02524.18, PFAM:PF06825.16
KGOAFI_06610	1	228	+	GOIOJP_26700	8.1	9.5		
KGOAFI_06615	1	228	+	GOIOJP_26705	8.1	9.5		
ICNDAJ_00530	1	381	+	GOIOJP_26725	14.6	5.8		SO:0001217, UniRef:UniRef50_A0A7W9SJS6
ICNDAJ_01610	1	363	+	GOIOJP_26770	13.1	5.1		SO:0001217, UniRef:UniRef50_UPI001E38D908, UniRef:UniRef90_UPI001E38D908
ICNDAJ_01615	1	327	+	GOIOJP_26775	12.6	4.4		SO:0001217, UniRef:UniRef50_C0R8Z5
IAGFJK_00365	1	234	+	GOIOJP_26800	8.7	8.6		
IAGFJK_00375	1	234	+	GOIOJP_26805	9.0	8.6		
IAGFJK_03275	1	492	+	GOIOJP_26840	18.6	5.9		SO:0001217, UniRef:UniRef50_A0A0H3BZV3, UniRef:UniRef90_A0A0H3BZV3
OLGNPJ_05140	1	417	+	GOIOJP_26915	16.7	10.0		
OLGNPJ_06130	1	411	+	GOIOJP_26965	15.4	5.5	PF02524.18|KID, PF06825.16|HSBP1	PFAM:PF02524.18, PFAM:PF06825.16
OLGNPJ_06520	1	357	+	GOIOJP_27025	13.2	7.8		
OIODKA_05690	1	366	+	GOIOJP_27085	14.6	4.9		SO:0001217, UniRef:UniRef50_A0A806C6L0
HGHEAD_04355	1	1398	+	GOIOJP_27140	52.8	6.6		SO:0001217, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
HGHEAD_05080	1	594	+	GOIOJP_27160	22.7	9.1		RefSeq:WP_010258362.1, SO:0001217, UniParc:UPI00016B33CF, UniRef:UniRef100_A0A0H3C267, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
HGHEAD_06205	1	489	+	GOIOJP_27195	18.0	5.4		
HGHEAD_06390	1	234	+	GOIOJP_27220	8.6	6.2	PF02524.18|KID	PFAM:PF02524.18
MFOOIH_02295	1	1002	+	GOIOJP_27230	35.8	4.6	PF06429.17|Flg_bbr_C	PFAM:PF06429.17
MFOOIH_03975	1	900	+	GOIOJP_27250	33.5	5.4	PF01434.22|Peptidase_M41, PF17862.5|AAA_lid_3	PFAM:PF01434.22, PFAM:PF17862.5
MFOOIH_04765	1	744	+	GOIOJP_27280	26.8	4.6	PF12327.12|FtsZ_C	PFAM:PF12327.12
MFOOIH_05440	1	261	+	GOIOJP_27305	9.8	8.9		
MFOOIH_05820	1	258	+	GOIOJP_27360	8.9	9.5		
MFOOIH_05895	1	288	+	GOIOJP_27370	10.7	5.4	PF02524.18|KID, PF10779.13|XhlA	PFAM:PF02524.18, PFAM:PF10779.13
DGEFPO_04920	1	288	+	GOIOJP_27375	11.2	10.0		RefSeq:WP_012622462.1, SO:0001217, UniParc:UPI00016B34D8, UniRef:UniRef100_A0A7U4DIN4, UniRef:UniRef50_A0A7U4DIN4, UniRef:UniRef90_A0A7U4DIN4
DGEFPO_06010	1	765	+	GOIOJP_27415	29.7	9.8		RefSeq:WP_199179130.1, SO:0001217, UniParc:UPI0018EB8A1E, UniRef:UniRef100_UPI0018EB8A1E, UniRef:UniRef50_O50757, UniRef:UniRef90_A0A0H3C5A6
DGEFPO_06470	1	228	+	GOIOJP_27445	8.7	4.7		
DMHAMM_06420	1	246	+	GOIOJP_27510	8.1	4.3		
NANEPG_05595	1	570	+	GOIOJP_27590	22.7	9.0		
