ID	group	gene	percent_ident	alignment_length	E-score
DLCMNL_06435	group_844	gene-BB_RS06495	81.923	260	2.51e-67
DLCMNL_06450	group_817	gene-BB_RS07345	100.0	135	1.7e-65
DLCMNL_06450	group_817	gene-BB_RS04900	77.119	118	3.51e-17
DLCMNL_06455	BBA14 family lipoprotein	gene-BB_RS06610	98.571	210	1.2e-101
DLCMNL_06455	BBA14 family lipoprotein	gene-BB_RS07025	98.095	210	1.46e-100
DLCMNL_06455	BBA14 family lipoprotein	gene-BB_RS06395	97.619	210	6.23e-99
DLCMNL_06455	BBA14 family lipoprotein	gene-BB_RS06815	97.143	210	7.59e-98
DLCMNL_06455	BBA14 family lipoprotein	gene-BB_RS06180	96.19	210	3.93e-95
DLCMNL_06455	BBA14 family lipoprotein	gene-BB_RS07565	95.714	210	1.67e-93
DLCMNL_06455	BBA14 family lipoprotein	gene-BB_RS07240	95.238	210	2.04e-92
DLCMNL_06455	BBA14 family lipoprotein	gene-BB_RS05970	91.905	210	1.1999999999999999e-82
DLCMNL_06465	group_416	gene-BB_RS06285	98.75	240	7.22e-118
DLCMNL_06465	group_416	gene-BB_RS06500	98.333	240	8.8e-117
DLCMNL_06465	group_416	gene-BB_RS07125	98.333	240	8.8e-117
DLCMNL_06465	group_416	gene-BB_RS07455	97.297	222	2.6899999999999996e-104
DLCMNL_06465	group_416	gene-BB_RS05860	87.083	240	2.5200000000000002e-79
DLCMNL_06465	group_416	gene-BB_RS06915	87.083	240	2.5200000000000002e-79
DLCMNL_06465	group_416	gene-BB_RS06070	87.083	240	2.5200000000000002e-79
DLCMNL_06465	group_416	gene-BB_RS06705	86.667	240	3.08e-78
DLCMNL_06485	group_1603	gene-BB_RS06815	86.667	210	5.47e-68
DLCMNL_06485	group_1603	gene-BB_RS06395	86.667	210	5.47e-68
DLCMNL_06485	group_1603	gene-BB_RS06610	86.667	210	5.47e-68
DLCMNL_06485	group_1603	gene-BB_RS07565	86.19	210	2.33e-66
DLCMNL_06485	group_1603	gene-BB_RS07025	86.19	210	2.33e-66
DLCMNL_06485	group_1603	gene-BB_RS07240	87.0	200	2.83e-65
DLCMNL_06485	group_1603	gene-BB_RS06180	85.714	210	2.83e-65
DLCMNL_06485	group_1603	gene-BB_RS05970	84.286	210	6.239999999999999e-61
DLCMNL_06490	group_1	gene-BB_RS06890	100.0	93	6.8e-43
DLCMNL_06490	group_1	gene-BB_RS06680	100.0	93	6.8e-43
DLCMNL_06490	group_1	gene-BB_RS07635	98.925	93	2.89e-41
DLCMNL_06490	group_1	gene-BB_RS06260	96.774	93	1.5e-38
DLCMNL_06490	group_1	gene-BB_RS07315	95.699	93	1.83e-37
DLCMNL_06490	group_1	gene-BB_RS06045	92.473	93	4.02e-33
DLCMNL_06490	group_1	gene-BB_RS07100	92.473	93	4.02e-33
DLCMNL_06490	group_1	gene-BB_RS06475	83.871	93	2.89e-22
DLCMNL_06495	group_364	gene-BB_RS07610	99.206	126	5.1600000000000005e-59
DLCMNL_06495	group_364	gene-BB_RS06440	99.206	126	5.1600000000000005e-59
DLCMNL_06495	group_364	gene-BB_RS07285	99.206	126	5.1600000000000005e-59
DLCMNL_06495	group_364	gene-BB_RS06230	99.206	126	5.1600000000000005e-59
DLCMNL_06495	group_364	gene-BB_RS06860	98.413	126	6.28e-58
DLCMNL_06495	group_364	gene-BB_RS07070	98.413	126	6.28e-58
DLCMNL_06495	group_364	gene-BB_RS06655	97.619	126	2.67e-56
DLCMNL_06495	group_364	gene-BB_RS06015	96.825	126	3.2499999999999997e-55
DLCMNL_06495	group_364	gene-BB_RS05475	78.689	122	4.24e-22
DLCMNL_06500	group_185	gene-BB_RS06315	100.0	138	4.1e-67
DLCMNL_06500	group_185	gene-BB_RS05890	99.275	138	1.74e-65
DLCMNL_06500	group_185	gene-BB_RS07155	99.275	138	1.74e-65
DLCMNL_06500	group_185	gene-BB_RS06945	99.275	138	1.74e-65
DLCMNL_06500	group_185	gene-BB_RS06100	99.275	138	1.74e-65
DLCMNL_06500	group_185	gene-BB_RS07485	97.101	138	1.0999999999999999e-61
DLCMNL_06500	group_185	gene-BB_RS06735	97.101	138	1.0999999999999999e-61
DLCMNL_06500	group_185	gene-BB_RS06530	97.101	138	1.0999999999999999e-61
GCGJFL_04670	group_1025	gene-BB_RS04420	99.948	3834	0.0
GCGJFL_04670	group_1025	gene-BB_RS04335	88.754	3788	0.0
GCGJFL_04670	group_1025	gene-BB_RS04840	81.292	2539	0.0
GCGJFL_04670	group_1025	gene-BB_RS04910	88.442	1367	0.0
GCGJFL_04670	group_1025	gene-BB_RS07785	90.31	516	0.0
GCGJFL_04670	group_1025	gene-BB_RS07830	87.426	509	5.71e-178
GCGJFL_04670	group_1025	gene-BB_RS07775	74.411	891	2.2699999999999997e-170
GCGJFL_04670	group_1025	gene-BB_RS04855	77.564	156	2.98e-23
GCGJFL_04675	group_2347	gene-BB_RS04425	100.0	135	1.79e-65
GCGJFL_04675	group_2347	gene-BB_RS04785	84.158	101	2.66e-25
GCGJFL_04675	group_2347	gene-BB_RS05090	83.168	101	1.13e-23
GCGJFL_04675	group_2347	gene-BB_RS05085	83.168	101	1.13e-23
GCGJFL_04675	group_2347	gene-BB_RS05095	82.178	101	1.3800000000000001e-22
GCGJFL_04675	group_2347	gene-BB_RS05400	77.982	109	1.29e-16
GCGJFL_04675	group_2347	gene-BB_RS07820	82.5	80	1.29e-16
GCGJFL_04685	group_1491	gene-BB_RS04430	100.0	864	0.0
GCGJFL_04685	group_1491	gene-BB_RS07420	95.94	862	0.0
GCGJFL_04685	group_1491	gene-BB_RS04980	89.199	861	0.0
GCGJFL_04685	group_1491	gene-BB_RS04395	81.197	117	5.4e-25
GCGJFL_04695	group_1274	gene-BB_RS07930	100.0	123	5.01e-59
GCGJFL_04700	group_1484	gene-BB_RS04435	100.0	621	0.0
GCGJFL_04715	group_4099	gene-BB_RS04450	100.0	759	0.0
GCGJFL_04715	group_4099	gene-BB_RS07055	68.464	742	9.11e-66
GCGJFL_04715	group_4099	gene-BB_RS07595	68.472	720	3.87e-64
GCGJFL_04715	group_4099	gene-BB_RS06215	67.258	733	1.88e-55
GCGJFL_04715	group_4099	gene-BB_RS06000	67.213	732	6.56e-55
GCGJFL_04715	group_4099	gene-BB_RS06845	67.373	708	1.35e-44
GCGJFL_04715	group_4099	gene-BB_RS06640	64.96	742	9.74e-34
GCGJFL_04715	group_4099	gene-BB_RS05200	64.568	683	1.35e-25
GCGJFL_04715	group_4099	gene-BB_RS07270	65.739	467	1.04e-20
GCGJFL_04720	group_1110	gene-BB_RS04455	100.0	564	0.0
GCGJFL_04720	group_1110	gene-BB_RS05045	71.082	536	1.29e-68
GCGJFL_04720	group_1110	gene-BB_RS05785	68.772	570	7.15e-53
GCGJFL_04720	group_1110	gene-BB_RS04525	69.18	451	9.929999999999999e-45
GCGJFL_04720	group_1110	gene-BB_RS05440	68.777	458	1.8e-41
GCGJFL_04720	group_1110	gene-BB_RS06840	68.922	473	7.64e-40
GCGJFL_04720	group_1110	gene-BB_RS06635	68.71	473	3.25e-38
GCGJFL_04720	group_1110	gene-BB_RS07050	68.697	476	1.13e-37
GCGJFL_04720	group_1110	gene-BB_RS05995	68.432	472	3.96e-37
GCGJFL_04720	group_1110	gene-BB_RS07590	68.499	473	3.96e-37
GCGJFL_04720	group_1110	gene-BB_RS06420	68.565	474	1.38e-36
GCGJFL_04720	group_1110	gene-BB_RS05530	75.113	221	8.71e-33
GCGJFL_04720	group_1110	gene-BB_RS06210	67.091	471	1.58e-29
GCGJFL_04720	group_1110	gene-BB_RS05810	72.986	211	9.94e-26
GCGJFL_04720	group_1110	gene-BB_RS05750	66.862	341	1.68e-16
GCGJFL_04720	group_1110	gene-BB_RS04890	72.593	135	3.71e-12
GCGJFL_04725	group_926	gene-BB_RS04460	100.0	1074	0.0
GCGJFL_04725	group_926	gene-BB_RS05790	67.169	597	8.22e-43
GCGJFL_04725	group_926	gene-BB_RS07335	64.801	804	5.54e-26
GCGJFL_04725	group_926	gene-BB_RS04520	65.865	416	1.81e-19
GCGJFL_04725	group_926	gene-BB_RS05630	68.122	229	1.39e-14
GCGJFL_04730	group_2330	gene-BB_RS04465	100.0	537	0.0
GCGJFL_04735	group_2326	gene-BB_RS07935	100.0	183	2.1199999999999998e-91
GCGJFL_04735	group_2326	gene-BB_RS04445	92.896	183	1.74e-73
GCGJFL_04735	group_2326	gene-BB_RS06645	77.931	145	3.6e-25
GCGJFL_04735	group_2326	gene-BB_RS06850	77.083	144	5.35e-23
GCGJFL_04735	group_2326	gene-BB_RS07060	74.306	144	9.67e-20
GCGJFL_04735	group_2326	gene-BB_RS05445	74.15	147	4.11e-18
GCGJFL_04735	group_2326	gene-BB_RS05205	72.603	146	5.01e-17
GCGJFL_04735	group_2326	gene-BB_RS06220	72.857	140	1.75e-16
GCGJFL_04740	group_1475	gene-BB_RS04475	100.0	216	3.12e-109
GCGJFL_04740	group_1475	gene-BB_RS07690	72.917	192	4.35e-25
GCGJFL_04745	group_2320	gene-BB_RS07690	75.794	252	5.09e-44
GCGJFL_04750	group_1856	gene-BB_RS04485	100.0	732	0.0
GCGJFL_04750	group_1856	gene-BB_RS04670	89.946	736	0.0
GCGJFL_04750	group_1856	gene-BB_RS04380	71.673	759	8.76e-104
GCGJFL_04750	group_1856	gene-BB_RS07425	70.598	619	3.49e-77
GCGJFL_04750	group_1856	gene-BB_RS07705	67.61	636	6.3199999999999995e-55
GCGJFL_04750	group_1856	gene-BB_RS05080	65.872	797	2.69e-53
GCGJFL_04750	group_1856	gene-BB_RS05035	65.993	544	1.49e-37
GCGJFL_04750	group_1856	gene-BB_RS05065	64.725	618	1.6999999999999998e-30
GCGJFL_04750	group_1856	gene-BB_RS07835	70.69	174	3.99e-13
GCGJFL_04755	group_1848	gene-BB_RS04490	100.0	216	3.12e-109
GCGJFL_04755	group_1848	gene-BB_RS05620	83.0	200	7.35e-54
GCGJFL_04755	group_1848	gene-BB_RS07720	83.0	200	7.35e-54
GCGJFL_04755	group_1848	gene-BB_RS07385	82.741	197	8.949999999999999e-53
GCGJFL_04755	group_1848	gene-BB_RS05715	82.5	120	8.39e-28
GCGJFL_04760	group_2317	gene-BB_RS04495	100.0	342	2.04e-177
GCGJFL_04760	group_2317	gene-BB_RS04995	87.952	332	3.69e-117
GCGJFL_04760	group_2317	gene-BB_RS07325	87.651	332	4.49e-116
GCGJFL_04760	group_2317	gene-BB_RS07380	87.048	332	2.33e-113
GCGJFL_04760	group_2317	gene-BB_RS04315	71.685	279	4.8200000000000006e-27
GCGJFL_04760	group_2317	gene-BB_RS05710	70.796	226	4.51e-21
GCGJFL_05255	group_92	gene-BB_RS04410	99.755	408	0.0
GCGJFL_05255	group_92	gene-BB_RS04515	98.034	407	0.0
GCGJFL_05255	group_92	gene-BB_RS07845	96.552	174	6.29e-78
GCGJFL_05255	group_92	gene-BB_RS04285	82.273	220	9.34e-57
GCGJFL_05255	group_92	gene-BB_RS07860	81.457	151	2.06e-33
GCGJFL_05255	group_92	gene-BB_RS03715	87.302	63	7.19e-14
GCGJFL_05255	group_92	gene-BB_RS07815	95.833	48	7.19e-14
GCGJFL_05255	group_92	gene-BB_RS07865	93.182	44	3.73e-11
GCGJFL_05495	group_2027	gene-BB_RS05720	100.0	168	2.67e-83
GCGJFL_05525	group_1908	gene-BB_RS04665	83.969	524	8.44e-161
GCGJFL_05525	group_1908	gene-BB_RS07870	100.0	185	7.42e-92
GCGJFL_05525	group_1908	gene-BB_RS04660	83.333	120	2.43e-28
GCGJFL_05525	group_1908	gene-BB_RS05700	85.437	103	1.2599999999999999e-25
GCGJFL_05525	group_1908	gene-BB_RS07245	78.095	105	7.45e-16
GCGJFL_05525	group_1908	gene-BB_RS06190	82.5	80	7.45e-16
GCGJFL_05525	group_1908	gene-BB_RS07570	80.0	80	3.86e-13
GCGJFL_05525	group_1908	gene-BB_RS07030	81.081	74	1.35e-12
GCGJFL_05550	group_2031	gene-BB_RS05720	100.0	168	2.67e-83
GCGJFL_05555	group_812	gene-BB_RS07345	100.0	588	0.0
GCGJFL_05555	group_812	gene-BB_RS04900	73.875	578	2.6e-90
GCGJFL_05555	group_812	gene-BB_RS04710	69.26	527	3.87e-50
GCGJFL_05555	group_812	gene-BB_RS04375	68.216	538	2.0000000000000002e-47
GCGJFL_05555	group_812	gene-BB_RS05100	69.606	431	3.62e-44
GCGJFL_05555	group_812	gene-BB_RS05740	67.959	490	5.03e-36
GCGJFL_05555	group_812	gene-BB_RS05775	70.667	150	3.18e-13
GCGJFL_05560	group_2504	gene-BB_RS07350	99.781	456	0.0
GCGJFL_05560	group_2504	gene-BB_RS07335	91.429	455	0.0
GCGJFL_05560	group_2504	gene-BB_RS07395	87.277	448	3.4400000000000003e-157
GCGJFL_05560	group_2504	gene-BB_RS05435	86.681	458	1.4600000000000001e-155
GCGJFL_05560	group_2504	gene-BB_RS06835	85.714	406	3.2300000000000004e-132
GCGJFL_05560	group_2504	gene-BB_RS07045	85.222	406	1.67e-129
GCGJFL_05560	group_2504	gene-BB_RS06415	84.975	406	7.11e-128
GCGJFL_05560	group_2504	gene-BB_RS07585	84.804	408	7.11e-128
GCGJFL_05560	group_2504	gene-BB_RS07260	84.804	408	7.11e-128
GCGJFL_05560	group_2504	gene-BB_RS05990	81.14	456	8.11e-121
GCGJFL_05560	group_2504	gene-BB_RS06630	81.14	456	8.11e-121
GCGJFL_05560	group_2504	gene-BB_RS06205	81.14	456	8.11e-121
GCGJFL_05560	group_2504	gene-BB_RS04520	79.333	450	7.11e-109
GCGJFL_05560	group_2504	gene-BB_RS05040	71.618	377	8.14e-45
GCGJFL_05560	group_2504	gene-BB_RS07365	88.393	112	1.68e-34
GCGJFL_05560	group_2504	gene-BB_RS05790	68.601	293	1.79e-21
GCGJFL_05565	group_1985	gene-BB_RS07355	100.0	294	1.97e-151
GCGJFL_05565	group_1985	gene-BB_RS07370	82.394	284	4.6600000000000005e-77
GCGJFL_05565	group_1985	gene-BB_RS07400	82.394	284	4.6600000000000005e-77
GCGJFL_05565	group_1985	gene-BB_RS03720	73.408	267	3.83e-40
GCGJFL_05570	group_1151	gene-BB_RS07360	99.649	285	6.24e-145
GCGJFL_05570	group_1151	gene-BB_RS07410	94.035	285	1.1300000000000001e-122
GCGJFL_05570	group_1151	gene-BB_RS05115	93.035	201	7.13e-81
GCGJFL_05570	group_1151	gene-BB_RS04990	93.814	194	8.690000000000001e-80
GCGJFL_05630	group_1814	gene-BB_RS07325	100.0	366	0.0
GCGJFL_05630	group_1814	gene-BB_RS04995	99.454	366	0.0
GCGJFL_05630	group_1814	gene-BB_RS07380	93.6	375	8.16e-164
GCGJFL_05630	group_1814	gene-BB_RS04495	87.651	332	4.83e-116
GCGJFL_05630	group_1814	gene-BB_RS04315	73.171	205	6.32e-26
GCGJFL_05630	group_1814	gene-BB_RS05710	71.22	205	1.3900000000000001e-21
GCGJFL_05635	group_1243	gene-BB_RS05000	99.729	369	0.0
GCGJFL_05635	group_1243	gene-BB_RS07330	99.187	369	0.0
GCGJFL_05635	group_1243	gene-BB_RS07390	89.702	369	1.8199999999999999e-140
GCGJFL_05635	group_1243	gene-BB_RS07850	84.713	157	2.71e-43
GCGJFL_05635	group_1243	gene-BB_RS07910	84.713	157	2.71e-43
GCGJFL_05685	group_3223	gene-BB_RS05685	100.0	270	1.9199999999999998e-138
GCGJFL_05745	group_220	gene-BB_RS07320	98.448	1353	0.0
GCGJFL_05745	group_220	gene-BB_RS06265	98.078	1353	0.0
GCGJFL_05745	group_220	gene-BB_RS06685	97.783	1353	0.0
GCGJFL_05745	group_220	gene-BB_RS07105	97.783	1353	0.0
GCGJFL_05745	group_220	gene-BB_RS06050	97.635	1353	0.0
GCGJFL_05745	group_220	gene-BB_RS06480	97.265	1353	0.0
GCGJFL_05745	group_220	gene-BB_RS07640	95.196	1353	0.0
GCGJFL_05745	group_220	gene-BB_RS06895	95.122	1353	0.0
GCGJFL_05745	group_220	gene-BB_RS05235	67.318	563	5.74e-46
GCGJFL_05770	group_1002	gene-BB_RS07295	100.0	222	1.78e-112
GCGJFL_05770	group_1002	gene-BB_RS07080	89.189	222	6.63e-80
GCGJFL_05770	group_1002	gene-BB_RS06870	88.739	222	2.82e-78
GCGJFL_05770	group_1002	gene-BB_RS06025	88.739	222	2.82e-78
GCGJFL_05770	group_1002	gene-BB_RS06665	87.387	222	1.7799999999999998e-74
GCGJFL_05770	group_1002	gene-BB_RS07620	86.321	212	2.03e-67
GCGJFL_05770	group_1002	gene-BB_RS06240	80.631	222	7.58e-54
GCGJFL_05770	group_1002	gene-BB_RS06450	75.0	240	5.4600000000000005e-43
GCGJFL_05815	group_441	gene-BB_RS06835	97.443	1095	0.0
GCGJFL_05815	group_441	gene-BB_RS07585	96.898	1096	0.0
GCGJFL_05815	group_441	gene-BB_RS07045	96.533	1096	0.0
GCGJFL_05815	group_441	gene-BB_RS06415	95.902	1098	0.0
GCGJFL_05815	group_441	gene-BB_RS07260	95.731	1101	0.0
GCGJFL_05815	group_441	gene-BB_RS05990	89.755	1103	0.0
GCGJFL_05815	group_441	gene-BB_RS06205	89.373	1101	0.0
GCGJFL_05815	group_441	gene-BB_RS06630	89.101	1101	0.0
GCGJFL_05815	group_441	gene-BB_RS07395	80.313	1087	0.0
GCGJFL_05815	group_441	gene-BB_RS05435	80.337	1068	0.0
GCGJFL_05815	group_441	gene-BB_RS07335	80.88	1046	0.0
GCGJFL_05815	group_441	gene-BB_RS04520	78.992	1052	0.0
GCGJFL_05815	group_441	gene-BB_RS05040	73.669	1052	0.0
GCGJFL_05815	group_441	gene-BB_RS07350	82.18	477	7.840000000000001e-132
GCGJFL_05815	group_441	gene-BB_RS05630	74.957	579	1.62e-102
GCGJFL_05815	group_441	gene-BB_RS05790	66.634	1007	6.040000000000001e-70
GCGJFL_05815	group_441	gene-BB_RS07365	87.151	179	6.460000000000001e-57
GCGJFL_05815	group_441	gene-BB_RS04290	76.408	284	4.9599999999999995e-52
GCGJFL_05815	group_441	gene-BB_RS05005	79.104	201	2.4100000000000003e-43
GCGJFL_05815	group_441	gene-BB_RS05190	65.764	517	8.419999999999999e-24
GCGJFL_05865	Bbk50-like	gene-BB_RS04975	100.0	999	0.0
GCGJFL_05865	Bbk50-like	gene-BB_RS04950	71.447	788	1.1300000000000001e-97
GCGJFL_05865	Bbk50-like	gene-BB_RS04965	73.322	611	2.0399999999999998e-94
GCGJFL_05865	Bbk50-like	gene-BB_RS04920	74.312	218	8.16e-30
GCGJFL_05910	group_1831	gene-BB_RS07560	100.0	336	3.61e-174
GCGJFL_05910	group_1831	gene-BB_RS06390	100.0	336	3.61e-174
GCGJFL_05910	group_1831	gene-BB_RS06605	100.0	336	3.61e-174
GCGJFL_05910	group_1831	gene-BB_RS07235	99.702	336	1.54e-172
GCGJFL_05910	group_1831	gene-BB_RS07020	99.702	336	1.54e-172
GCGJFL_05910	group_1831	gene-BB_RS06175	99.405	336	1.87e-171
GCGJFL_05910	group_1831	gene-BB_RS05965	95.536	336	1.54e-153
GCGJFL_05910	group_1831	gene-BB_RS06810	93.452	336	2.6e-144
GCGJFL_05930	group_496	gene-BB_RS06410	100.0	1011	0.0
GCGJFL_05930	group_496	gene-BB_RS06830	88.692	1017	0.0
GCGJFL_05930	group_496	gene-BB_RS07255	90.764	942	0.0
GCGJFL_05930	group_496	gene-BB_RS05985	87.697	1016	0.0
GCGJFL_05930	group_496	gene-BB_RS07040	87.697	1016	0.0
GCGJFL_05930	group_496	gene-BB_RS06200	83.069	567	8.76e-169
GCGJFL_05930	group_496	gene-BB_RS07580	80.105	573	1.3e-147
GCGJFL_05930	group_496	gene-BB_RS06625	80.105	573	1.3e-147
GCGJFL_05930	group_496	gene-BB_RS06460	82.152	409	5.92e-114
GCGJFL_05930	group_496	gene-BB_RS05450	76.779	534	1.3000000000000002e-109
GCGJFL_05930	group_496	gene-BB_RS07610	100.0	50	2.08e-18
GCGJFL_05930	group_496	gene-BB_RS06860	100.0	50	2.08e-18
GCGJFL_05930	group_496	gene-BB_RS06015	100.0	50	2.08e-18
GCGJFL_05930	group_496	gene-BB_RS06440	100.0	50	2.08e-18
GCGJFL_05930	group_496	gene-BB_RS07285	100.0	50	2.08e-18
GCGJFL_05930	group_496	gene-BB_RS07070	100.0	50	2.08e-18
GCGJFL_05930	group_496	gene-BB_RS06230	100.0	50	2.08e-18
GCGJFL_05930	group_496	gene-BB_RS06655	92.0	50	5.57e-13
GCGJFL_05945	group_1528	gene-BB_RS06245	100.0	591	0.0
GCGJFL_05945	group_1528	gene-BB_RS06670	70.957	303	3.8900000000000003e-31
GCGJFL_05945	group_1528	gene-BB_RS06875	71.825	252	1.3599999999999999e-30
GCGJFL_05945	group_1528	gene-BB_RS06465	68.391	348	1.65e-29
GCGJFL_05945	group_1528	gene-BB_RS06035	78.906	128	1.89e-22
GCGJFL_05945	group_1528	gene-BB_RS07090	78.906	128	1.89e-22
GCGJFL_05945	group_1528	gene-BB_RS06880	80.702	114	1.89e-22
GCGJFL_05945	group_1528	gene-BB_RS07305	78.761	113	2.8e-20
GCGJFL_05945	group_1528	gene-BB_RS07625	84.524	84	3.41e-19
GCGJFL_05945	group_1528	gene-BB_RS06030	82.609	69	1.12e-12
GCGJFL_05945	group_1528	gene-BB_RS07085	82.609	69	1.12e-12
GCGJFL_06015	group_4130	gene-BB_RS06840	97.002	567	0.0
GCGJFL_06015	group_4130	gene-BB_RS06210	96.12	567	0.0
GCGJFL_06015	group_4130	gene-BB_RS06635	95.944	567	0.0
GCGJFL_06015	group_4130	gene-BB_RS07050	95.944	567	0.0
GCGJFL_06015	group_4130	gene-BB_RS05995	95.767	567	0.0
GCGJFL_06015	group_4130	gene-BB_RS07590	95.591	567	0.0
GCGJFL_06015	group_4130	gene-BB_RS06420	94.709	567	0.0
GCGJFL_06015	group_4130	gene-BB_RS07265	94.18	567	0.0
GCGJFL_06015	group_4130	gene-BB_RS05045	73.849	543	3.0499999999999998e-89
GCGJFL_06015	group_4130	gene-BB_RS04525	72.233	497	3.05e-70
GCGJFL_06015	group_4130	gene-BB_RS05440	70.588	510	2.2000000000000003e-59
GCGJFL_06015	group_4130	gene-BB_RS04455	68.153	471	4.85e-36
GCGJFL_06015	group_4130	gene-BB_RS05785	66.88	468	1.9299999999999999e-28
GCGJFL_06015	group_4130	gene-BB_RS05530	67.978	356	1.69e-16
GCGJFL_06080	group_42	gene-BB_RS05920	99.167	480	0.0
GCGJFL_06080	group_42	gene-BB_RS06560	99.167	480	0.0
GCGJFL_06080	group_42	gene-BB_RS06975	99.167	480	0.0
GCGJFL_06080	group_42	gene-BB_RS06130	98.125	480	0.0
GCGJFL_06080	group_42	gene-BB_RS07515	97.917	480	0.0
GCGJFL_06080	group_42	gene-BB_RS06345	96.875	480	0.0
GCGJFL_06080	group_42	gene-BB_RS07190	93.75	480	0.0
GCGJFL_06080	group_42	gene-BB_RS06765	90.0	480	0.0
GCGJFL_06085	group_53	gene-BB_RS07190	97.297	222	2.47e-104
GCGJFL_06085	group_53	gene-BB_RS06560	100.0	132	1.28e-63
GCGJFL_06085	group_53	gene-BB_RS07515	97.842	139	4.47e-63
GCGJFL_06085	group_53	gene-BB_RS06130	97.842	139	4.47e-63
GCGJFL_06085	group_53	gene-BB_RS05920	99.242	132	5.45e-62
GCGJFL_06085	group_53	gene-BB_RS06975	99.242	132	5.45e-62
GCGJFL_06085	group_53	gene-BB_RS06765	88.75	80	8.1e-22
GCGJFL_06125	group_1206	gene-BB_RS04955	100.0	627	0.0
GCGJFL_06125	group_1206	gene-BB_RS04965	73.827	554	1.54e-93
GCGJFL_06125	group_1206	gene-BB_RS04920	68.668	383	1.88e-35
GCGJFL_06125	group_1206	gene-BB_RS04950	69.434	265	3.18e-26
GCGJFL_06185	group_537	gene-BB_RS06550	94.937	237	2.6599999999999997e-104
GCGJFL_06185	group_537	gene-BB_RS06755	94.515	237	1.13e-102
GCGJFL_06185	group_537	gene-BB_RS05910	93.671	237	5.85e-100
GCGJFL_06185	group_537	gene-BB_RS06965	93.671	237	5.85e-100
GCGJFL_06185	group_537	gene-BB_RS06120	93.671	237	5.85e-100
GCGJFL_06185	group_537	gene-BB_RS07505	92.827	237	3.03e-97
GCGJFL_06185	group_537	gene-BB_RS06335	92.827	237	3.03e-97
GCGJFL_06185	group_537	gene-BB_RS07175	92.827	237	3.03e-97
GCGJFL_06275	group_512	gene-BB_RS07255	100.0	450	0.0
GCGJFL_06275	group_512	gene-BB_RS06410	85.586	444	8.35e-146
GCGJFL_06275	group_512	gene-BB_RS06625	83.9	441	2.1e-134
GCGJFL_06275	group_512	gene-BB_RS07580	83.673	441	2.56e-133
GCGJFL_06275	group_512	gene-BB_RS06830	81.432	447	4.94e-117
GCGJFL_06275	group_512	gene-BB_RS05985	81.432	447	4.94e-117
GCGJFL_06275	group_512	gene-BB_RS06200	81.432	447	4.94e-117
GCGJFL_06275	group_512	gene-BB_RS07040	81.208	447	6.02e-116
GCGJFL_06275	group_512	gene-BB_RS05450	79.515	454	6.87e-109
GCGJFL_06275	group_512	gene-BB_RS06460	79.205	327	1.0899999999999999e-74
GCGJFL_06280	group_510	gene-BB_RS07255	100.0	348	1.15e-180
GCGJFL_06280	group_510	gene-BB_RS06830	97.126	348	4.28e-167
GCGJFL_06280	group_510	gene-BB_RS06410	97.126	348	4.28e-167
GCGJFL_06280	group_510	gene-BB_RS05985	95.115	348	2.53e-157
GCGJFL_06280	group_510	gene-BB_RS07040	95.115	348	2.53e-157
GCGJFL_06280	group_510	gene-BB_RS07580	68.78	205	3.54e-16
GCGJFL_06280	group_510	gene-BB_RS05450	68.681	182	9.49e-11
GCGJFL_06290	group_947	gene-BB_RS05610	100.0	77	7.98e-34
GCGJFL_06290	group_947	gene-BB_RS07730	100.0	77	7.98e-34
GCGJFL_06290	group_947	gene-BB_RS04305	100.0	77	7.98e-34
GCGJFL_06330	group_1056	gene-BB_RS06995	99.061	213	6.76e-105
GCGJFL_06330	group_1056	gene-BB_RS07210	98.592	213	2.8700000000000003e-103
GCGJFL_06330	group_1056	gene-BB_RS05940	97.653	213	1.4900000000000002e-100
GCGJFL_06330	group_1056	gene-BB_RS06365	97.653	213	1.4900000000000002e-100
GCGJFL_06330	group_1056	gene-BB_RS06150	97.653	213	1.4900000000000002e-100
GCGJFL_06330	group_1056	gene-BB_RS07535	95.775	213	3.9899999999999996e-95
GCGJFL_06330	group_1056	gene-BB_RS06580	95.775	213	3.9899999999999996e-95
GCGJFL_06330	group_1056	gene-BB_RS06785	92.958	213	5.55e-87
GCGJFL_06365	group_404	gene-BB_RS06740	98.978	489	0.0
GCGJFL_06365	group_404	gene-BB_RS06535	98.978	489	0.0
GCGJFL_06365	group_404	gene-BB_RS05895	98.773	489	0.0
GCGJFL_06365	group_404	gene-BB_RS06320	98.773	489	0.0
GCGJFL_06365	group_404	gene-BB_RS06950	98.773	489	0.0
GCGJFL_06365	group_404	gene-BB_RS06105	98.773	489	0.0
GCGJFL_06365	group_404	gene-BB_RS07160	96.735	490	0.0
GCGJFL_06365	group_404	gene-BB_RS07490	93.252	489	0.0
GCGJFL_06365	group_404	gene-BB_RS05300	71.257	167	4.17e-17
GCGJFL_06380	group_906	gene-BB_RS06525	100.0	390	0.0
GCGJFL_06380	group_906	gene-BB_RS06730	99.487	390	0.0
GCGJFL_06380	group_906	gene-BB_RS06095	96.41	390	0.0
GCGJFL_06380	group_906	gene-BB_RS05885	96.154	390	0.0
GCGJFL_06380	group_906	gene-BB_RS06310	96.154	390	0.0
GCGJFL_06380	group_906	gene-BB_RS06940	96.154	390	0.0
GCGJFL_06380	group_906	gene-BB_RS07480	95.897	390	0.0
