Source	Target	Weight
cds-WP_010889660.1	cds-WP_010890583.1	147
cds-WP_010889660.1	cds-WP_010258956.1	65
cds-WP_010889660.1	cds-WP_164928168.1	35
cds-WP_010889660.1	cds-WP_010889661.1	7
cds-WP_010890263.1	cds-WP_237740264.1	578
cds-WP_010890263.1	cds-WP_010883931.1	338
cds-WP_010890263.1	cds-WP_012622799.1	328
cds-WP_010890263.1	cds-WP_012665401.1	227
cds-WP_010890263.1	cds-WP_010890354.1	217
cds-WP_010890263.1	cds-WP_010883798.1	215
cds-WP_010890263.1	cds-WP_010883748.1	159
cds-WP_010890263.1	cds-WP_010883748.1-2	159
cds-WP_010890263.1	cds-WP_010883748.1-3	159
cds-WP_010890263.1	cds-WP_010256990.1	155
cds-WP_010890263.1	cds-WP_010257822.1	151
cds-WP_010890263.1	cds-WP_010883818.1	149
cds-WP_010890263.1	cds-BB_RS07200	70
cds-WP_010890263.1	cds-WP_010890583.1	65
cds-WP_237740264.1	cds-WP_010883931.1	455
cds-WP_237740264.1	cds-WP_012622799.1	547
cds-WP_237740264.1	cds-WP_012665401.1	227
cds-WP_237740264.1	cds-WP_010890354.1	436
cds-WP_237740264.1	cds-WP_010883798.1	434
cds-WP_237740264.1	cds-WP_010883748.1	378
cds-WP_237740264.1	cds-WP_010883748.1-2	378
cds-WP_237740264.1	cds-WP_010883748.1-3	378
cds-WP_237740264.1	cds-WP_010256990.1	374
cds-WP_237740264.1	cds-WP_010257822.1	370
cds-WP_237740264.1	cds-WP_010883818.1	368
cds-WP_237740264.1	cds-BB_RS07200	289
cds-WP_237740264.1	cds-WP_010890583.1	284
cds-WP_237740264.1	cds-WP_010258956.1	202
cds-WP_237740264.1	cds-WP_164928168.1	172
cds-WP_237740264.1	cds-WP_010889661.1	144
cds-WP_237740264.1	cds-WP_225972619.1	122
cds-WP_237740264.1	cds-WP_010257901.1-3	105
cds-WP_010883931.1	cds-WP_012622799.1	445
cds-WP_010883931.1	cds-WP_012665401.1	227
cds-WP_010883931.1	cds-WP_010890354.1	334
cds-WP_010883931.1	cds-WP_010883798.1	332
cds-WP_010883931.1	cds-WP_010883748.1	276
cds-WP_010883931.1	cds-WP_010883748.1-2	276
cds-WP_010883931.1	cds-WP_010883748.1-3	276
cds-WP_010883931.1	cds-WP_010256990.1	272
cds-WP_010883931.1	cds-WP_010257822.1	268
cds-WP_010883931.1	cds-WP_010883818.1	266
cds-WP_010883931.1	cds-BB_RS07200	187
cds-WP_010883931.1	cds-WP_010890583.1	182
cds-WP_010883931.1	cds-WP_010258956.1	100
cds-WP_010883931.1	cds-WP_164928168.1	70
cds-WP_010883931.1	cds-WP_010889661.1	42
cds-WP_010883931.1	cds-WP_225972619.1	20
cds-WP_010883931.1	cds-WP_010257901.1-3	3
cds-WP_012622799.1	cds-WP_012665401.1	227
cds-WP_012622799.1	cds-WP_010890354.1	590
cds-WP_012622799.1	cds-WP_010883798.1	554
cds-WP_012622799.1	cds-WP_010883748.1	545
cds-WP_012622799.1	cds-WP_010883748.1-2	545
cds-WP_012622799.1	cds-WP_010883748.1-3	545
cds-WP_012622799.1	cds-WP_010256990.1	554
cds-WP_012622799.1	cds-WP_010257822.1	545
cds-WP_012622799.1	cds-WP_010883818.1	554
cds-WP_012622799.1	cds-BB_RS07200	554
cds-WP_012622799.1	cds-WP_010890583.1	933
cds-WP_012622799.1	cds-WP_010258956.1	758
cds-WP_012622799.1	cds-WP_164928168.1	821
cds-WP_012622799.1	cds-WP_010889661.1	599
cds-WP_012622799.1	cds-WP_225972619.1	164
cds-WP_012622799.1	cds-WP_010257901.1-3	236
cds-WP_012622799.1	cds-WP_010259148.1	209
cds-WP_012622799.1	cds-WP_010883932.1	510
cds-WP_012622799.1	cds-WP_010890275.1	506
cds-WP_012622799.1	cds-WP_010890355.1	502
cds-WP_012622799.1	cds-WP_002658459.1-3	332
cds-WP_012622799.1	cds-WP_010256993.1	493
cds-WP_012622799.1	cds-WP_002658459.1	332
cds-WP_012622799.1	cds-WP_002658459.1-2	332
cds-WP_012622799.1	cds-WP_002658459.1-5	332
cds-WP_012622799.1	cds-WP_010883840.1	332
cds-WP_012622799.1	cds-WP_002658459.1-4	332
cds-WP_012622799.1	cds-WP_010883875.1	332
cds-WP_012622799.1	cds-WP_010259178.1	345
cds-WP_012622799.1	cds-WP_002659035.1	201
cds-WP_012622799.1	cds-WP_010890302.1	198
cds-WP_012622799.1	cds-WP_010883777.1	170
cds-WP_012622799.1	cds-WP_010257824.1	123
cds-WP_012622799.1	cds-WP_010257824.1-2	123
cds-WP_012622799.1	cds-WP_010883867.1	123
cds-WP_012622799.1	cds-WP_010258957.1	117
cds-WP_012622799.1	cds-WP_010883841.1	115
cds-WP_012622799.1	cds-WP_010883800.1	104
cds-WP_012622799.1	cds-WP_010883876.1	25
cds-WP_012665401.1	cds-WP_010890354.1	156
cds-WP_012665401.1	cds-WP_010883798.1	154
cds-WP_012665401.1	cds-WP_010883748.1	98
cds-WP_012665401.1	cds-WP_010883748.1-2	98
cds-WP_012665401.1	cds-WP_010883748.1-3	98
cds-WP_012665401.1	cds-WP_010256990.1	94
cds-WP_012665401.1	cds-WP_010257822.1	90
cds-WP_012665401.1	cds-WP_010883818.1	88
cds-WP_012665401.1	cds-BB_RS07200	9
cds-WP_012665401.1	cds-WP_010890583.1	4
cds-WP_010890354.1	cds-WP_010883798.1	554
cds-WP_010890354.1	cds-WP_010883748.1	532
cds-WP_010890354.1	cds-WP_010883748.1-2	532
cds-WP_010890354.1	cds-WP_010883748.1-3	532
cds-WP_010890354.1	cds-WP_010256990.1	528
cds-WP_010890354.1	cds-WP_010257822.1	524
cds-WP_010890354.1	cds-WP_010883818.1	522
cds-WP_010890354.1	cds-BB_RS07200	443
cds-WP_010890354.1	cds-WP_010890583.1	438
cds-WP_010890354.1	cds-WP_010258956.1	356
cds-WP_010890354.1	cds-WP_164928168.1	326
cds-WP_010890354.1	cds-WP_010889661.1	298
cds-WP_010890354.1	cds-WP_225972619.1	164
cds-WP_010890354.1	cds-WP_010257901.1-3	236
cds-WP_010890354.1	cds-WP_010259148.1	143
cds-WP_010890354.1	cds-WP_010883932.1	15
cds-WP_010890354.1	cds-WP_010890275.1	11
cds-WP_010890354.1	cds-WP_010890355.1	7
cds-WP_010890354.1	cds-WP_002658459.1-3	4
cds-WP_010883798.1	cds-WP_010883748.1	498
cds-WP_010883798.1	cds-WP_010883748.1-2	498
cds-WP_010883798.1	cds-WP_010883748.1-3	498
cds-WP_010883798.1	cds-WP_010256990.1	494
cds-WP_010883798.1	cds-WP_010257822.1	490
cds-WP_010883798.1	cds-WP_010883818.1	488
cds-WP_010883798.1	cds-BB_RS07200	409
cds-WP_010883798.1	cds-WP_010890583.1	404
cds-WP_010883798.1	cds-WP_010258956.1	322
cds-WP_010883798.1	cds-WP_164928168.1	292
cds-WP_010883798.1	cds-WP_010889661.1	264
cds-WP_010883798.1	cds-WP_225972619.1	164
cds-WP_010883798.1	cds-WP_010257901.1-3	225
cds-WP_010883798.1	cds-WP_010259148.1	109
cds-WP_010883748.1	cds-WP_010883748.1-2	545
cds-WP_010883748.1	cds-WP_010883748.1-3	545
cds-WP_010883748.1	cds-WP_010256990.1	541
cds-WP_010883748.1	cds-WP_010257822.1	537
cds-WP_010883748.1	cds-WP_010883818.1	535
cds-WP_010883748.1	cds-BB_RS07200	456
cds-WP_010883748.1	cds-WP_010890583.1	451
cds-WP_010883748.1	cds-WP_010258956.1	369
cds-WP_010883748.1	cds-WP_164928168.1	339
cds-WP_010883748.1	cds-WP_010889661.1	311
cds-WP_010883748.1	cds-WP_225972619.1	164
cds-WP_010883748.1	cds-WP_010257901.1-3	236
cds-WP_010883748.1	cds-WP_010259148.1	156
cds-WP_010883748.1	cds-WP_010883932.1	28
cds-WP_010883748.1	cds-WP_010890275.1	24
cds-WP_010883748.1	cds-WP_010890355.1	20
cds-WP_010883748.1	cds-WP_002658459.1-3	17
cds-WP_010883748.1	cds-WP_010256993.1	11
cds-WP_010883748.1-2	cds-WP_010883748.1-3	545
cds-WP_010883748.1-2	cds-WP_010256990.1	541
cds-WP_010883748.1-2	cds-WP_010257822.1	537
cds-WP_010883748.1-2	cds-WP_010883818.1	535
cds-WP_010883748.1-2	cds-BB_RS07200	456
cds-WP_010883748.1-2	cds-WP_010890583.1	451
cds-WP_010883748.1-2	cds-WP_010258956.1	369
cds-WP_010883748.1-2	cds-WP_164928168.1	339
cds-WP_010883748.1-2	cds-WP_010889661.1	311
cds-WP_010883748.1-2	cds-WP_225972619.1	164
cds-WP_010883748.1-2	cds-WP_010257901.1-3	236
cds-WP_010883748.1-2	cds-WP_010259148.1	156
cds-WP_010883748.1-2	cds-WP_010883932.1	28
cds-WP_010883748.1-2	cds-WP_010890275.1	24
cds-WP_010883748.1-2	cds-WP_010890355.1	20
cds-WP_010883748.1-2	cds-WP_002658459.1-3	17
cds-WP_010883748.1-2	cds-WP_010256993.1	11
cds-WP_010883748.1-3	cds-WP_010256990.1	541
cds-WP_010883748.1-3	cds-WP_010257822.1	537
cds-WP_010883748.1-3	cds-WP_010883818.1	535
cds-WP_010883748.1-3	cds-BB_RS07200	456
cds-WP_010883748.1-3	cds-WP_010890583.1	451
cds-WP_010883748.1-3	cds-WP_010258956.1	369
cds-WP_010883748.1-3	cds-WP_164928168.1	339
cds-WP_010883748.1-3	cds-WP_010889661.1	311
cds-WP_010883748.1-3	cds-WP_225972619.1	164
cds-WP_010883748.1-3	cds-WP_010257901.1-3	236
cds-WP_010883748.1-3	cds-WP_010259148.1	156
cds-WP_010883748.1-3	cds-WP_010883932.1	28
cds-WP_010883748.1-3	cds-WP_010890275.1	24
cds-WP_010883748.1-3	cds-WP_010890355.1	20
cds-WP_010883748.1-3	cds-WP_002658459.1-3	17
cds-WP_010883748.1-3	cds-WP_010256993.1	11
cds-WP_010256990.1	cds-WP_010257822.1	545
cds-WP_010256990.1	cds-WP_010883818.1	548
cds-WP_010256990.1	cds-BB_RS07200	469
cds-WP_010256990.1	cds-WP_010890583.1	464
cds-WP_010256990.1	cds-WP_010258956.1	382
cds-WP_010256990.1	cds-WP_164928168.1	352
cds-WP_010256990.1	cds-WP_010889661.1	324
cds-WP_010256990.1	cds-WP_225972619.1	164
cds-WP_010256990.1	cds-WP_010257901.1-3	236
cds-WP_010256990.1	cds-WP_010259148.1	169
cds-WP_010256990.1	cds-WP_010883932.1	41
cds-WP_010256990.1	cds-WP_010890275.1	37
cds-WP_010256990.1	cds-WP_010890355.1	33
cds-WP_010256990.1	cds-WP_002658459.1-3	30
cds-WP_010256990.1	cds-WP_010256993.1	24
cds-WP_010257822.1	cds-WP_010883818.1	543
cds-WP_010257822.1	cds-BB_RS07200	464
cds-WP_010257822.1	cds-WP_010890583.1	459
cds-WP_010257822.1	cds-WP_010258956.1	377
cds-WP_010257822.1	cds-WP_164928168.1	347
cds-WP_010257822.1	cds-WP_010889661.1	319
cds-WP_010257822.1	cds-WP_225972619.1	164
cds-WP_010257822.1	cds-WP_010257901.1-3	236
cds-WP_010257822.1	cds-WP_010259148.1	164
cds-WP_010257822.1	cds-WP_010883932.1	36
cds-WP_010257822.1	cds-WP_010890275.1	32
cds-WP_010257822.1	cds-WP_010890355.1	28
cds-WP_010257822.1	cds-WP_002658459.1-3	25
cds-WP_010257822.1	cds-WP_010256993.1	19
cds-WP_010883818.1	cds-BB_RS07200	475
cds-WP_010883818.1	cds-WP_010890583.1	470
cds-WP_010883818.1	cds-WP_010258956.1	388
cds-WP_010883818.1	cds-WP_164928168.1	358
cds-WP_010883818.1	cds-WP_010889661.1	330
cds-WP_010883818.1	cds-WP_225972619.1	164
cds-WP_010883818.1	cds-WP_010257901.1-3	236
cds-WP_010883818.1	cds-WP_010259148.1	175
cds-WP_010883818.1	cds-WP_010883932.1	47
cds-WP_010883818.1	cds-WP_010890275.1	43
cds-WP_010883818.1	cds-WP_010890355.1	39
cds-WP_010883818.1	cds-WP_002658459.1-3	36
cds-WP_010883818.1	cds-WP_010256993.1	30
cds-BB_RS07200	cds-WP_010890583.1	549
cds-BB_RS07200	cds-WP_010258956.1	467
cds-BB_RS07200	cds-WP_164928168.1	437
cds-BB_RS07200	cds-WP_010889661.1	409
cds-BB_RS07200	cds-WP_225972619.1	164
cds-BB_RS07200	cds-WP_010257901.1-3	236
cds-BB_RS07200	cds-WP_010259148.1	209
cds-BB_RS07200	cds-WP_010883932.1	126
cds-BB_RS07200	cds-WP_010890275.1	122
cds-BB_RS07200	cds-WP_010890355.1	118
cds-BB_RS07200	cds-WP_002658459.1-3	115
cds-BB_RS07200	cds-WP_010256993.1	109
cds-BB_RS07200	cds-WP_002658459.1	68
cds-BB_RS07200	cds-WP_002658459.1-2	68
cds-BB_RS07200	cds-WP_002658459.1-5	68
cds-BB_RS07200	cds-WP_010883840.1	60
cds-BB_RS07200	cds-WP_002658459.1-4	49
cds-WP_010890583.1	cds-WP_010258956.1	758
cds-WP_010890583.1	cds-WP_164928168.1	1094
cds-WP_010890583.1	cds-WP_010889661.1	599
cds-WP_010890583.1	cds-WP_225972619.1	164
cds-WP_010890583.1	cds-WP_010257901.1-3	236
cds-WP_010890583.1	cds-WP_010259148.1	209
cds-WP_010890583.1	cds-WP_010883932.1	1169
cds-WP_010890583.1	cds-WP_010890275.1	551
cds-WP_010890583.1	cds-WP_010890355.1	995
cds-WP_010890583.1	cds-WP_002658459.1-3	332
cds-WP_010890583.1	cds-WP_010256993.1	752
cds-WP_010890583.1	cds-WP_002658459.1	332
cds-WP_010890583.1	cds-WP_002658459.1-2	332
cds-WP_010890583.1	cds-WP_002658459.1-5	332
cds-WP_010890583.1	cds-WP_010883840.1	332
cds-WP_010890583.1	cds-WP_002658459.1-4	332
cds-WP_010890583.1	cds-WP_010883875.1	332
cds-WP_010890583.1	cds-WP_010259178.1	635
cds-WP_010890583.1	cds-WP_002659035.1	860
cds-WP_010890583.1	cds-WP_010890302.1	392
cds-WP_010890583.1	cds-WP_010883777.1	829
cds-WP_010890583.1	cds-WP_010257824.1	782
cds-WP_010890583.1	cds-WP_010257824.1-2	782
cds-WP_010890583.1	cds-WP_010883867.1	782
cds-WP_010890583.1	cds-WP_010258957.1	563
cds-WP_010890583.1	cds-WP_010883841.1	774
cds-WP_010890583.1	cds-WP_010883800.1	763
cds-WP_010890583.1	cds-WP_010883876.1	684
cds-WP_010890583.1	cds-WP_010258127.1	584
cds-WP_010890583.1	cds-WP_010890276.1	577
cds-WP_010890583.1	cds-WP_010259656.1	338
cds-WP_010890583.1	cds-WP_010256998.1	341
cds-WP_010890583.1	cds-WP_010257677.1	267
cds-WP_010890583.1	cds-WP_244264098.1	203
cds-WP_010890583.1	cds-WP_010890292.1	98
cds-WP_010890583.1	cds-WP_010258131.1	51
cds-WP_010890583.1	cds-WP_010890338.1	29
cds-WP_010258956.1	cds-WP_164928168.1	728
cds-WP_010258956.1	cds-WP_010889661.1	599
cds-WP_010258956.1	cds-WP_225972619.1	164
cds-WP_010258956.1	cds-WP_010257901.1-3	236
cds-WP_010258956.1	cds-WP_010259148.1	209
cds-WP_010258956.1	cds-WP_010883932.1	417
cds-WP_010258956.1	cds-WP_010890275.1	413
cds-WP_010258956.1	cds-WP_010890355.1	409
cds-WP_010258956.1	cds-WP_002658459.1-3	332
cds-WP_010258956.1	cds-WP_010256993.1	400
cds-WP_010258956.1	cds-WP_002658459.1	332
cds-WP_010258956.1	cds-WP_002658459.1-2	332
cds-WP_010258956.1	cds-WP_002658459.1-5	332
cds-WP_010258956.1	cds-WP_010883840.1	332
cds-WP_010258956.1	cds-WP_002658459.1-4	332
cds-WP_010258956.1	cds-WP_010883875.1	261
cds-WP_010258956.1	cds-WP_010259178.1	252
cds-WP_010258956.1	cds-WP_002659035.1	108
cds-WP_010258956.1	cds-WP_010890302.1	105
cds-WP_010258956.1	cds-WP_010883777.1	77
cds-WP_010258956.1	cds-WP_010257824.1	30
cds-WP_010258956.1	cds-WP_010257824.1-2	30
cds-WP_010258956.1	cds-WP_010883867.1	30
cds-WP_010258956.1	cds-WP_010258957.1	24
cds-WP_010258956.1	cds-WP_010883841.1	22
cds-WP_010258956.1	cds-WP_010883800.1	11
cds-WP_164928168.1	cds-WP_010889661.1	599
cds-WP_164928168.1	cds-WP_225972619.1	164
cds-WP_164928168.1	cds-WP_010257901.1-3	236
cds-WP_164928168.1	cds-WP_010259148.1	209
cds-WP_164928168.1	cds-WP_010883932.1	783
cds-WP_164928168.1	cds-WP_010890275.1	551
cds-WP_164928168.1	cds-WP_010890355.1	775
cds-WP_164928168.1	cds-WP_002658459.1-3	332
cds-WP_164928168.1	cds-WP_010256993.1	752
cds-WP_164928168.1	cds-WP_002658459.1	332
cds-WP_164928168.1	cds-WP_002658459.1-2	332
cds-WP_164928168.1	cds-WP_002658459.1-5	332
cds-WP_164928168.1	cds-WP_010883840.1	332
cds-WP_164928168.1	cds-WP_002658459.1-4	332
cds-WP_164928168.1	cds-WP_010883875.1	332
cds-WP_164928168.1	cds-WP_010259178.1	618
cds-WP_164928168.1	cds-WP_002659035.1	474
cds-WP_164928168.1	cds-WP_010890302.1	392
cds-WP_164928168.1	cds-WP_010883777.1	443
cds-WP_164928168.1	cds-WP_010257824.1	396
cds-WP_164928168.1	cds-WP_010257824.1-2	396
cds-WP_164928168.1	cds-WP_010883867.1	396
cds-WP_164928168.1	cds-WP_010258957.1	390
cds-WP_164928168.1	cds-WP_010883841.1	388
cds-WP_164928168.1	cds-WP_010883800.1	377
cds-WP_164928168.1	cds-WP_010883876.1	298
cds-WP_164928168.1	cds-WP_010258127.1	225
cds-WP_164928168.1	cds-WP_010890276.1	191
cds-WP_164928168.1	cds-WP_010259656.1	63
cds-WP_010889661.1	cds-WP_225972619.1	164
cds-WP_010889661.1	cds-WP_010257901.1-3	236
cds-WP_010889661.1	cds-WP_010259148.1	209
cds-WP_010889661.1	cds-WP_010883932.1	316
cds-WP_010889661.1	cds-WP_010890275.1	312
cds-WP_010889661.1	cds-WP_010890355.1	308
cds-WP_010889661.1	cds-WP_002658459.1-3	305
cds-WP_010889661.1	cds-WP_010256993.1	299
cds-WP_010889661.1	cds-WP_002658459.1	258
cds-WP_010889661.1	cds-WP_002658459.1-2	258
cds-WP_010889661.1	cds-WP_002658459.1-5	258
cds-WP_010889661.1	cds-WP_010883840.1	250
cds-WP_010889661.1	cds-WP_002658459.1-4	239
cds-WP_010889661.1	cds-WP_010883875.1	160
cds-WP_010889661.1	cds-WP_010259178.1	151
cds-WP_010889661.1	cds-WP_002659035.1	7
cds-WP_010889661.1	cds-WP_010890302.1	4
cds-WP_225972619.1	cds-WP_010257901.1-3	147
cds-WP_225972619.1	cds-WP_010259148.1	31
cds-WP_010257901.1-3	cds-WP_010259148.1	120
cds-WP_010259148.1	cds-WP_010883932.1	81
cds-WP_010259148.1	cds-WP_010890275.1	77
cds-WP_010259148.1	cds-WP_010890355.1	73
cds-WP_010259148.1	cds-WP_002658459.1-3	70
cds-WP_010259148.1	cds-WP_010256993.1	64
cds-WP_010259148.1	cds-WP_002658459.1	23
cds-WP_010259148.1	cds-WP_002658459.1-2	23
cds-WP_010259148.1	cds-WP_002658459.1-5	23
cds-WP_010259148.1	cds-WP_010883840.1	15
cds-WP_010259148.1	cds-WP_002658459.1-4	4
cds-WP_010883932.1	cds-WP_010890275.1	551
cds-WP_010883932.1	cds-WP_010890355.1	995
cds-WP_010883932.1	cds-WP_002658459.1-3	332
cds-WP_010883932.1	cds-WP_010256993.1	752
cds-WP_010883932.1	cds-WP_002658459.1	332
cds-WP_010883932.1	cds-WP_002658459.1-2	332
cds-WP_010883932.1	cds-WP_002658459.1-5	332
cds-WP_010883932.1	cds-WP_010883840.1	332
cds-WP_010883932.1	cds-WP_002658459.1-4	332
cds-WP_010883932.1	cds-WP_010883875.1	332
cds-WP_010883932.1	cds-WP_010259178.1	635
cds-WP_010883932.1	cds-WP_002659035.1	986
cds-WP_010883932.1	cds-WP_010890302.1	392
cds-WP_010883932.1	cds-WP_010883777.1	875
cds-WP_010883932.1	cds-WP_010257824.1	875
cds-WP_010883932.1	cds-WP_010257824.1-2	875
cds-WP_010883932.1	cds-WP_010883867.1	875
cds-WP_010883932.1	cds-WP_010258957.1	563
cds-WP_010883932.1	cds-WP_010883841.1	878
cds-WP_010883932.1	cds-WP_010883800.1	875
cds-WP_010883932.1	cds-WP_010883876.1	810
cds-WP_010883932.1	cds-WP_010258127.1	584
cds-WP_010883932.1	cds-WP_010890276.1	703
cds-WP_010883932.1	cds-WP_010259656.1	338
cds-WP_010883932.1	cds-WP_010256998.1	467
cds-WP_010883932.1	cds-WP_010257677.1	393
cds-WP_010883932.1	cds-WP_244264098.1	329
cds-WP_010883932.1	cds-WP_010890292.1	224
cds-WP_010883932.1	cds-WP_010258131.1	177
cds-WP_010883932.1	cds-WP_010890338.1	155
cds-WP_010883932.1	cds-WP_002658699.1-2	70
cds-WP_010883932.1	cds-WP_002658699.1	23
cds-WP_010883932.1	cds-WP_010883749.1	23
cds-WP_010883932.1	cds-WP_002658699.1-3	23
cds-WP_010883932.1	cds-WP_010883842.1	16
cds-WP_010883932.1	cds-WP_010883801.1	4
cds-WP_010890275.1	cds-WP_010890355.1	547
cds-WP_010890275.1	cds-WP_002658459.1-3	332
cds-WP_010890275.1	cds-WP_010256993.1	538
cds-WP_010890275.1	cds-WP_002658459.1	332
cds-WP_010890275.1	cds-WP_002658459.1-2	332
cds-WP_010890275.1	cds-WP_002658459.1-5	332
cds-WP_010890275.1	cds-WP_010883840.1	332
cds-WP_010890275.1	cds-WP_002658459.1-4	332
cds-WP_010890275.1	cds-WP_010883875.1	332
cds-WP_010890275.1	cds-WP_010259178.1	390
cds-WP_010890275.1	cds-WP_002659035.1	246
cds-WP_010890275.1	cds-WP_010890302.1	243
cds-WP_010890275.1	cds-WP_010883777.1	215
cds-WP_010890275.1	cds-WP_010257824.1	168
cds-WP_010890275.1	cds-WP_010257824.1-2	168
cds-WP_010890275.1	cds-WP_010883867.1	168
cds-WP_010890275.1	cds-WP_010258957.1	162
cds-WP_010890275.1	cds-WP_010883841.1	160
cds-WP_010890275.1	cds-WP_010883800.1	149
cds-WP_010890275.1	cds-WP_010883876.1	70
cds-WP_010890355.1	cds-WP_002658459.1-3	332
cds-WP_010890355.1	cds-WP_010256993.1	752
cds-WP_010890355.1	cds-WP_002658459.1	332
cds-WP_010890355.1	cds-WP_002658459.1-2	332
cds-WP_010890355.1	cds-WP_002658459.1-5	332
cds-WP_010890355.1	cds-WP_010883840.1	332
cds-WP_010890355.1	cds-WP_002658459.1-4	332
cds-WP_010890355.1	cds-WP_010883875.1	332
cds-WP_010890355.1	cds-WP_010259178.1	635
cds-WP_010890355.1	cds-WP_002659035.1	694
cds-WP_010890355.1	cds-WP_010890302.1	392
cds-WP_010890355.1	cds-WP_010883777.1	663
cds-WP_010890355.1	cds-WP_010257824.1	616
cds-WP_010890355.1	cds-WP_010257824.1-2	616
cds-WP_010890355.1	cds-WP_010883867.1	616
cds-WP_010890355.1	cds-WP_010258957.1	563
cds-WP_010890355.1	cds-WP_010883841.1	608
cds-WP_010890355.1	cds-WP_010883800.1	597
cds-WP_010890355.1	cds-WP_010883876.1	518
cds-WP_010890355.1	cds-WP_010258127.1	445
cds-WP_010890355.1	cds-WP_010890276.1	411
cds-WP_010890355.1	cds-WP_010259656.1	283
cds-WP_010890355.1	cds-WP_010256998.1	175
cds-WP_010890355.1	cds-WP_010257677.1	101
cds-WP_010890355.1	cds-WP_244264098.1	37
cds-WP_002658459.1-3	cds-WP_010256993.1	326
cds-WP_002658459.1-3	cds-WP_002658459.1	285
cds-WP_002658459.1-3	cds-WP_002658459.1-2	285
cds-WP_002658459.1-3	cds-WP_002658459.1-5	285
cds-WP_002658459.1-3	cds-WP_010883840.1	277
cds-WP_002658459.1-3	cds-WP_002658459.1-4	266
cds-WP_002658459.1-3	cds-WP_010883875.1	187
cds-WP_002658459.1-3	cds-WP_010259178.1	178
cds-WP_002658459.1-3	cds-WP_002659035.1	34
cds-WP_002658459.1-3	cds-WP_010890302.1	31
cds-WP_002658459.1-3	cds-WP_010883777.1	3
cds-WP_010256993.1	cds-WP_002658459.1	332
cds-WP_010256993.1	cds-WP_002658459.1-2	332
cds-WP_010256993.1	cds-WP_002658459.1-5	332
cds-WP_010256993.1	cds-WP_010883840.1	332
cds-WP_010256993.1	cds-WP_002658459.1-4	332
cds-WP_010256993.1	cds-WP_010883875.1	332
cds-WP_010256993.1	cds-WP_010259178.1	604
cds-WP_010256993.1	cds-WP_002659035.1	460
cds-WP_010256993.1	cds-WP_010890302.1	392
cds-WP_010256993.1	cds-WP_010883777.1	429
cds-WP_010256993.1	cds-WP_010257824.1	382
cds-WP_010256993.1	cds-WP_010257824.1-2	382
cds-WP_010256993.1	cds-WP_010883867.1	382
cds-WP_010256993.1	cds-WP_010258957.1	376
cds-WP_010256993.1	cds-WP_010883841.1	374
cds-WP_010256993.1	cds-WP_010883800.1	363
cds-WP_010256993.1	cds-WP_010883876.1	284
cds-WP_010256993.1	cds-WP_010258127.1	211
cds-WP_010256993.1	cds-WP_010890276.1	177
cds-WP_010256993.1	cds-WP_010259656.1	49
cds-WP_002658459.1	cds-WP_002658459.1-2	332
cds-WP_002658459.1	cds-WP_002658459.1-5	332
cds-WP_002658459.1	cds-WP_010883840.1	324
cds-WP_002658459.1	cds-WP_002658459.1-4	313
cds-WP_002658459.1	cds-WP_010883875.1	234
cds-WP_002658459.1	cds-WP_010259178.1	225
cds-WP_002658459.1	cds-WP_002659035.1	81
cds-WP_002658459.1	cds-WP_010890302.1	78
cds-WP_002658459.1	cds-WP_010883777.1	50
cds-WP_002658459.1	cds-WP_010257824.1	3
cds-WP_002658459.1	cds-WP_010257824.1-2	3
cds-WP_002658459.1	cds-WP_010883867.1	3
cds-WP_002658459.1-2	cds-WP_002658459.1-5	332
cds-WP_002658459.1-2	cds-WP_010883840.1	324
cds-WP_002658459.1-2	cds-WP_002658459.1-4	313
cds-WP_002658459.1-2	cds-WP_010883875.1	234
cds-WP_002658459.1-2	cds-WP_010259178.1	225
cds-WP_002658459.1-2	cds-WP_002659035.1	81
cds-WP_002658459.1-2	cds-WP_010890302.1	78
cds-WP_002658459.1-2	cds-WP_010883777.1	50
cds-WP_002658459.1-2	cds-WP_010257824.1	3
cds-WP_002658459.1-2	cds-WP_010257824.1-2	3
cds-WP_002658459.1-2	cds-WP_010883867.1	3
cds-WP_002658459.1-5	cds-WP_010883840.1	324
cds-WP_002658459.1-5	cds-WP_002658459.1-4	313
cds-WP_002658459.1-5	cds-WP_010883875.1	234
cds-WP_002658459.1-5	cds-WP_010259178.1	225
cds-WP_002658459.1-5	cds-WP_002659035.1	81
cds-WP_002658459.1-5	cds-WP_010890302.1	78
cds-WP_002658459.1-5	cds-WP_010883777.1	50
cds-WP_002658459.1-5	cds-WP_010257824.1	3
cds-WP_002658459.1-5	cds-WP_010257824.1-2	3
cds-WP_002658459.1-5	cds-WP_010883867.1	3
cds-WP_010883840.1	cds-WP_002658459.1-4	321
cds-WP_010883840.1	cds-WP_010883875.1	242
cds-WP_010883840.1	cds-WP_010259178.1	233
cds-WP_010883840.1	cds-WP_002659035.1	89
cds-WP_010883840.1	cds-WP_010890302.1	86
cds-WP_010883840.1	cds-WP_010883777.1	58
cds-WP_010883840.1	cds-WP_010257824.1	11
cds-WP_010883840.1	cds-WP_010257824.1-2	11
cds-WP_010883840.1	cds-WP_010883867.1	11
cds-WP_010883840.1	cds-WP_010258957.1	5
cds-WP_010883840.1	cds-WP_010883841.1	3
cds-WP_002658459.1-4	cds-WP_010883875.1	253
cds-WP_002658459.1-4	cds-WP_010259178.1	244
